条形码,登录号,读者条码,外借时间,应归还时间,主键码,虚拟库室,续借次数,处理时间,流通库室键码,签到键码,附件,备注
11424239,11424239,1.31412E+11,2015/5/31 16:24,2015/6/30 23:59,350941,8,0,,0,0,,
11424243,11424243,1.31412E+11,2015/5/31 16:25,2015/6/30 23:59,350942,8,0,,0,0,,
10783882,10783882,1.41403E+11,2015/5/31 16:29,2015/6/30 23:59,627407,27,0,,0,0,,
10757231,10757231,9.7E+11,2015/4/12 15:37,2015/6/11 23:59,629122,27,1,,0,0,,
10915263,10915263,9.7E+11,2015/4/12 16:07,2015/6/11 23:59,631267,27,1,,0,0,,
10664582,10664582,1.31416E+11,2015/5/31 16:42,2015/6/30 23:59,370920,8,0,,0,0,,
10737702,10737702,1.31416E+11,2015/5/31 16:43,2015/6/30 23:59,671683,8,0,,0,0,,
11225844,11225844,1.21401E+11,2015/5/31 16:44,2015/6/30 23:59,701544,27,0,,0,0,,
10692899,10692899,1.21401E+11,2015/5/31 16:45,2015/6/30 23:59,622917,27,0,,0,0,,
10687744,10687744,1.31409E+11,2015/6/2 18:51,2015/7/2 23:59,636761,8,0,,0,0,,
10875287,10875287,1.31404E+11,2015/5/31 16:47,2015/6/30 23:59,633328,27,0,,0,0,,
10682511,10682511,1.31407E+11,2014/3/6 19:22,2014/4/7 23:59,422597,27,0,,0,0,,
10875280,10875280,1.31404E+11,2015/5/31 16:47,2015/6/30 23:59,633327,27,0,,0,0,,
11441636,11441636,1.21417E+11,2015/5/31 17:36,2015/7/31 23:59,353800,8,1,,0,0,,
10459723,10459723,1.41451E+11,2015/5/31 17:45,2015/6/30 23:59,410438,8,0,,0,0,,
10942240,10942240,1.21401E+11,2015/5/31 18:08,2015/8/31 23:59,675099,8,2,,0,0,,
10784794,10784794,1.21401E+11,2015/5/31 18:09,2015/8/31 23:59,661567,8,2,,0,0,,
10945646,10945646,1.21401E+11,2015/5/31 18:09,2015/8/31 23:59,677352,8,2,,0,0,,
10729486,10729486,1.21404E+11,2015/6/2 19:34,2015/9/3 23:59,669476,8,2,,0,0,,
10821348,10821348,1.21404E+11,2015/6/2 19:34,2015/9/3 23:59,325825,8,2,,0,0,,
10143356,10143356,1.2141E+11,2015/6/17 15:15,2015/7/17 23:59,235003,8,0,,0,0,,
11498906,11498906,1.41406E+11,2015/6/27 16:00,2015/7/27 23:59,427567,27,0,,0,0,,
10927940,10927940,9.6E+11,2015/6/27 15:48,2015/7/27 23:59,621397,27,0,,0,0,,
10930672,10930672,9.6E+11,2015/6/27 15:54,2015/7/27 23:59,622698,27,0,,0,0,,
10862157,10862157,9.7E+11,2015/5/30 15:00,2015/7/29 23:59,624079,27,1,,0,0,,
11056348,11056348,1.31406E+11,2015/6/27 16:08,2015/7/27 23:59,430690,27,0,,0,0,,
11229078,11229078,1.31406E+11,2015/6/27 16:08,2015/7/27 23:59,702768,27,0,,0,0,,
10437067,10437067,1.21404E+11,2015/6/27 16:16,2015/7/27 23:59,307343,8,0,,0,0,,
10203447,10203447,1.21404E+11,2015/6/27 16:16,2015/7/27 23:59,256962,8,0,,0,0,,
11054223,11054223,1.21412E+11,2015/6/27 16:36,2015/7/27 23:59,430243,27,0,,0,0,,
10857930,10857930,9.7E+11,2015/6/27 16:38,2015/7/27 23:59,629739,27,0,,0,0,,
10775618,10775618,9.7E+11,2015/6/27 16:38,2015/7/27 23:59,621423,27,0,,0,0,,
11009931,11009931,1.21414E+11,2015/6/29 11:24,2015/7/29 23:59,347306,8,0,,0,0,,
2080099,N144333,9902960,2015/6/28 16:36,2015/10/8 23:59,171642,9,0,,0,0,,
10987197,10987197,9.7E+11,2015/6/27 16:49,2015/7/27 23:59,693768,8,0,,0,0,,
11060461,11060461,1.31406E+11,2015/6/27 16:57,2015/7/27 23:59,438986,27,0,,0,0,,
10848869,10848869,1.41403E+11,2015/5/30 15:09,2015/6/29 23:59,630294,27,0,,0,0,,
11070719,11070719,1.31406E+11,2015/6/27 16:57,2015/7/27 23:59,441018,27,0,,0,0,,
10175892,10175892,1.40303E+11,2015/5/13 19:35,2015/8/13 23:59,247315,8,2,,0,0,,
11502747,11502747,1.41403E+11,2015/5/30 15:09,2015/6/29 23:59,434886,27,0,,0,0,,
11049179,11049179,1.31419E+11,2015/6/27 17:17,2015/7/27 23:59,414495,27,0,,0,0,,
10774277,10774277,1.41402E+11,2015/6/27 17:18,2015/7/27 23:59,631854,27,0,,0,0,,
2075979,N056965,1.31419E+11,2015/6/27 17:20,2015/7/27 23:59,171609,8,0,,0,0,,
11498872,11498872,1.21407E+11,2015/5/24 17:52,2015/6/23 23:59,427548,8,0,,0,0,,
10763239,10763239,1.41409E+11,2015/6/27 17:20,2015/7/27 23:59,632838,27,0,,0,0,,
11119515,11119515,1.31402E+11,2015/6/27 17:20,2015/7/27 23:59,434489,27,0,,0,0,,
2174344,N115733,1.31419E+11,2015/6/27 17:20,2015/7/27 23:59,171629,8,0,,0,0,,
10937805,10937805,9903259,2015/5/2 17:38,2015/8/15 23:59,677093,8,0,,0,0,,
10940057,10940057,9903938,2015/4/8 16:24,2015/7/9 23:59,675649,8,2,,0,0,,
10884740,10884740,1.21425E+11,2015/5/2 18:10,2015/6/1 23:59,676614,8,0,,0,0,,
10184473,10184473,1.21412E+11,2015/6/29 11:38,2015/7/29 23:59,248568,8,0,,0,0,,
10260909,10260909,1.21419E+11,2015/6/27 17:26,2015/7/27 23:59,240724,7,0,,0,0,,
1300042,1300042,1.21419E+11,2015/6/27 17:26,2015/7/27 23:59,301431,7,0,,0,0,,
10736531,10736531,1.4141E+11,2015/6/2 18:07,2015/7/2 23:59,684192,8,0,,0,0,,
10861274,10861274,1.31425E+11,2015/5/30 15:43,2015/6/29 23:59,628566,27,0,,0,0,,
2003933,N141519,1.21419E+11,2015/6/27 17:29,2015/7/27 23:59,174896,7,0,,0,0,,
11111575,11111575,9.7E+11,2015/6/2 10:28,2015/7/2 23:59,425094,8,1,,0,0,,
10453325,10453325,1.21419E+11,2015/6/27 17:29,2015/7/27 23:59,378252,7,0,,0,0,,
11063715,11063715,1.3141E+11,2015/6/27 17:34,2015/7/27 23:59,438948,27,0,,0,0,,
11123179,11123179,1.3141E+11,2015/6/27 17:35,2015/7/27 23:59,436361,27,0,,0,0,,
10853538,10853538,1.41412E+11,2015/6/27 17:40,2015/7/27 23:59,631006,27,0,,0,0,,
10148065,10148065,1.41451E+11,2015/6/27 17:54,2015/7/27 23:59,235712,8,0,,0,0,,
10420324,10420324,1.41451E+11,2015/6/27 17:54,2015/7/27 23:59,300344,8,0,,0,0,,
10699657,10699657,1.31425E+11,2015/5/30 15:53,2015/6/29 23:59,632767,27,0,,0,0,,
10719823,10719823,1.41451E+11,2015/6/27 17:54,2015/7/27 23:59,631874,8,0,,0,0,,
11229454,11229454,9.6E+11,2015/6/27 17:56,2015/7/27 23:59,702665,27,0,,0,0,,
11056207,11056207,1.21409E+11,2015/6/27 18:06,2015/7/27 23:59,430685,27,0,,0,0,,
10835977,10835977,1.31415E+11,2015/5/13 19:05,2015/8/13 23:59,353104,8,2,,0,0,,
10685188,10685188,9903938,2015/4/8 16:24,2015/7/9 23:59,439827,8,2,,0,0,,
10923351,10923351,1.31425E+11,2015/5/30 15:53,2015/6/29 23:59,623012,27,0,,0,0,,
10758357,10758357,1.34201E+11,2015/6/27 18:07,2015/7/27 23:59,624979,27,0,,0,0,,
10758981,10758981,1.34201E+11,2015/6/27 18:08,2015/7/27 23:59,629756,27,0,,0,0,,
10736485,10736485,1.41419E+11,2015/5/13 19:13,2015/6/12 23:59,684198,8,0,,0,0,,
10932071,10932071,1.41419E+11,2015/5/13 19:13,2015/6/12 23:59,664376,8,0,,0,0,,
10767915,10767915,1.31518E+11,2015/6/27 18:08,2015/7/27 23:59,633117,27,0,,0,0,,
10948929,10948929,1.31408E+11,2015/5/30 15:54,2015/6/29 23:59,669771,8,0,,0,0,,
10945627,10945627,1.41419E+11,2015/5/13 19:13,2015/6/12 23:59,677262,8,0,,0,0,,
11068336,11068336,1.40306E+11,2015/6/27 18:08,2015/7/27 23:59,440509,27,0,,0,0,,
10984986,10984986,9.7E+11,2015/6/27 18:14,2015/7/27 23:59,694435,8,0,,0,0,,
2129678,N088995,9902960,2015/6/28 16:34,2015/10/8 23:59,171923,9,0,,0,0,,
10146993,10146993,1.11518E+11,2015/5/13 20:24,2015/6/12 23:59,235577,7,0,,0,0,,
10845823,10845823,9903173,2015/1/24 10:03,2015/3/23 23:59,621535,27,0,,0,0,,
10071859,10071859,1.31404E+11,2015/5/28 21:58,2015/6/29 23:59,101790,8,0,,0,0,,
10216044,10216044,1.31412E+11,2014/12/31 9:24,2015/3/23 23:59,263455,8,1,,0,0,,
10278771,10278771,1.31404E+11,2015/5/28 21:58,2015/6/29 23:59,253220,8,0,,0,0,,
10737656,10737656,1.31404E+11,2015/5/28 21:59,2015/6/29 23:59,675979,8,0,,0,0,,
11219934,11219934,1.31429E+11,2015/6/17 8:02,2015/7/29 23:59,646109,8,1,,0,0,,
11016228,11016228,1.21417E+11,2015/5/29 9:07,2015/6/29 23:59,358858,7,0,,0,0,,
11101371,11101371,1.21417E+11,2015/5/29 9:07,2015/6/29 23:59,384956,7,0,,0,0,,
201298238,201298238,1.21417E+11,2015/5/29 9:08,2015/6/29 23:59,142517,7,0,,0,0,,
10335128,10335128,1.21518E+11,2015/5/29 10:11,2015/8/31 23:59,301210,7,2,,0,0,,
10737925,10737925,9943001,2014/3/14 9:30,2016/6/16 23:59,671482,8,2,,0,0,,
10875949,10875949,1.40303E+11,2015/5/30 16:06,2015/7/30 23:59,624611,27,1,,0,0,,
10876005,10876005,9.7E+11,2015/5/30 16:42,2015/6/29 23:59,622303,27,0,,0,0,,
11011703,11011703,1.21409E+11,2015/5/30 17:54,2015/6/29 23:59,348867,8,0,,0,0,,
10872759,10872759,1.21409E+11,2015/5/30 17:54,2015/6/29 23:59,622911,8,0,,0,0,,
10865678,10865678,9903173,2015/1/24 10:03,2015/3/23 23:59,618065,27,0,,0,0,,
10288461,10288461,1.21403E+11,2015/1/21 10:03,2015/3/23 23:59,261789,8,0,,0,0,,
11117792,11117792,9.6E+11,2014/6/9 18:17,2014/10/8 23:59,433734,27,0,,0,0,,
10866400,10866400,1.31425E+11,2014/11/25 20:43,2014/12/25 23:59,622905,27,0,,0,0,,
10444632,10444632,1.41406E+11,2015/5/8 8:51,2015/7/8 23:59,313828,8,2,,0,0,,
10754766,10754766,1.4141E+11,2014/11/25 20:43,2014/12/25 23:59,632047,27,0,,0,0,,
10750187,10750187,1.4141E+11,2014/11/25 20:44,2014/12/25 23:59,628391,27,0,,0,0,,
10957127,10957127,9905066,2015/1/21 10:45,2016/4/27 23:59,639242,8,2,,0,0,,
10883124,10883124,9902768,2014/12/12 9:42,2015/5/12 23:59,664133,8,0,,0,0,,
11083962,11083962,9905066,2015/1/21 10:45,2016/4/27 23:59,635842,8,2,,0,0,,
11089105,11089105,9905066,2015/1/21 10:45,2016/4/27 23:59,633764,8,2,,0,0,,
11123516,11123516,9902768,2014/12/12 9:42,2015/5/12 23:59,436436,8,0,,0,0,,
10941790,10941790,1.31412E+11,2015/3/18 10:19,2015/4/17 23:59,683654,8,0,,0,0,,
10791930,10791930,1.41403E+11,2015/5/31 8:57,2015/6/30 23:59,683564,7,0,,0,0,,
10440466,10440466,1.34203E+11,2015/6/21 15:28,2015/7/21 23:59,310936,7,0,,0,0,,
11405950,11405950,1.21402E+11,2015/3/11 10:33,2015/4/10 23:59,343258,8,0,,0,0,,
11445534,11445534,1.34203E+11,2015/6/21 15:28,2015/7/21 23:59,356721,7,0,,0,0,,
11105821,11105821,9.7E+11,2015/6/23 9:11,2015/9/23 23:59,404742,8,2,,0,0,,
10659666,10659666,1.41404E+11,2015/6/8 16:47,2015/9/7 23:59,361132,8,2,,0,0,,
11226587,11226587,9.7E+11,2015/6/11 10:26,2015/7/13 23:59,701661,27,0,,0,0,,
10693377,10693377,9.7E+11,2015/6/11 10:26,2015/7/13 23:59,628151,27,0,,0,0,,
10860638,10860638,9902888,2015/6/11 10:33,2015/7/13 23:59,626624,27,0,,0,0,,
11051597,11051597,1.21406E+11,2015/6/11 20:27,2015/7/13 23:59,428748,27,0,,0,0,,
11218552,11218552,1.31416E+11,2015/6/23 9:47,2015/7/23 23:59,645696,8,0,,0,0,,
10951163,10951163,9.6E+11,2015/6/23 10:56,2015/7/23 23:59,637155,8,0,,0,0,,
10889782,10889782,9.6E+11,2015/6/23 10:57,2015/7/23 23:59,674913,8,0,,0,0,,
10699891,10699891,1.41404E+11,2015/6/8 17:28,2015/7/8 23:59,630991,8,0,,0,0,,
10714494,10714494,1.11406E+11,2015/6/23 17:07,2015/7/23 23:59,623162,8,0,,0,0,,
10703812,10703812,1.41408E+11,2015/6/11 21:47,2015/7/13 23:59,631228,27,0,,0,0,,
10826319,10826319,1.41404E+11,2015/6/8 17:28,2015/7/8 23:59,340249,8,0,,0,0,,
11084182,11084182,1.31406E+11,2015/6/8 21:12,2015/7/8 23:59,637067,8,0,,0,0,,
10669707,10669707,1.11406E+11,2015/6/23 17:08,2015/7/23 23:59,364617,8,0,,0,0,,
11488929,11488929,1.21412E+11,2015/6/23 17:27,2015/7/23 23:59,398584,8,0,,0,0,,
10904914,10904914,1.31402E+11,2015/6/23 18:25,2015/7/23 23:59,355363,8,0,,0,0,,
10752752,10752752,1.31402E+11,2015/6/23 18:25,2015/7/23 23:59,627014,8,0,,0,0,,
11504546,11504546,1.31406E+11,2015/6/23 18:51,2015/7/23 23:59,435560,8,0,,0,0,,
11124123,11124123,1.31415E+11,2015/5/21 19:11,2015/8/24 23:59,436501,8,2,,0,0,,
10737937,10737937,9.6E+11,2015/6/24 9:14,2015/8/24 23:59,671367,8,1,,0,0,,
10919303,10919303,9.6E+11,2015/3/22 10:36,2015/4/21 23:59,629773,27,0,,0,0,,
10350713,10350713,1.42251E+11,2014/12/19 15:55,2015/1/19 23:59,308435,7,0,,0,0,,
10219563,10219563,1.21402E+11,2015/5/3 20:44,2015/7/13 23:59,264384,8,2,,0,0,,
2059931,N156379,1.42251E+11,2014/12/19 15:55,2015/1/19 23:59,178971,7,0,,0,0,,
10718812,10718812,1.40302E+11,2015/4/19 17:22,2015/7/20 23:59,621314,8,2,,0,0,,
10357487,10357487,1.42251E+11,2014/12/19 15:55,2015/1/19 23:59,312888,7,0,,0,0,,
11055212,11055212,9.6E+11,2015/4/25 17:40,2015/5/25 23:59,431004,27,0,,0,0,,
10277520,10277520,1.4141E+11,2015/4/25 17:40,2015/7/27 23:59,253166,8,2,,0,0,,
10708203,10708203,1.2141E+11,2014/11/28 19:33,2014/12/29 23:59,618610,8,0,,0,0,,
10412658,10412658,1.21425E+11,2015/3/20 19:18,2015/4/20 23:59,295437,8,0,,0,0,,
10462510,10462510,1.31409E+11,2015/6/25 8:44,2015/7/27 23:59,411898,8,0,,0,0,,
10413727,10413727,1.21425E+11,2015/3/20 19:19,2015/4/20 23:59,296162,8,0,,0,0,,
10289318,10289318,1.21414E+11,2015/6/26 15:43,2015/7/27 23:59,263786,7,0,,0,0,,
10894191,10894191,1.21414E+11,2015/6/26 15:43,2015/7/27 23:59,691646,7,0,,0,0,,
10108140,10108140,1.21414E+11,2015/6/26 15:43,2015/7/27 23:59,228767,7,0,,0,0,,
10390144,10390144,1.21404E+11,2015/6/2 15:57,2015/7/2 23:59,326301,8,0,,0,0,,
11081794,11081794,1.21404E+11,2015/6/2 15:57,2015/7/2 23:59,634779,8,0,,0,0,,
10987760,10987760,1.31414E+11,2015/6/26 15:56,2015/7/27 23:59,693454,7,0,,0,0,,
10639571,10639571,1.3141E+11,2015/5/12 16:10,2015/6/11 23:59,325471,8,0,,0,0,,
2015712,N132798,1.31419E+11,2015/6/26 16:18,2015/7/27 23:59,176794,7,0,,0,0,,
10949571,10949571,1.41406E+11,2015/4/2 20:58,2015/5/8 23:59,671779,8,0,,0,0,,
11121626,11121626,1.21402E+11,2015/6/8 19:09,2015/8/2 23:59,436008,8,1,,0,0,,
10726735,10726735,1.30301E+11,2014/11/28 16:34,2014/12/29 23:59,662895,8,0,,0,0,,
10976741,10976741,1.41406E+11,2015/4/2 20:59,2015/5/8 23:59,685368,8,0,,0,0,,
10154352,10154352,1.3141E+11,2015/5/12 16:10,2015/6/11 23:59,236759,8,0,,0,0,,
11476210,11476210,1.41414E+11,2015/6/26 17:36,2015/7/27 23:59,388395,7,0,,0,0,,
10377319,10377319,1.31419E+11,2015/6/26 17:44,2015/7/27 23:59,318032,7,0,,0,0,,
10177149,10177149,1.21413E+11,2015/4/29 20:44,2015/7/29 23:59,247557,7,2,,0,0,,
10739337,10739337,9.6E+11,2015/6/4 11:13,2015/7/6 23:59,690619,8,0,,0,0,,
10634203,10634203,1.21413E+11,2015/4/29 20:44,2015/7/29 23:59,320900,7,2,,0,0,,
10892332,10892332,1.21413E+11,2015/4/29 20:45,2015/7/29 23:59,669993,7,2,,0,0,,
10752784,10752784,1.41406E+11,2015/6/5 10:06,2015/7/6 23:59,629494,27,0,,0,0,,
10756290,10756290,9.7E+11,2015/6/5 11:08,2015/7/6 23:59,624349,27,0,,0,0,,
11503296,11503296,9.7E+11,2015/6/5 11:08,2015/7/6 23:59,435070,27,0,,0,0,,
11111277,11111277,1.21402E+11,2015/6/5 11:32,2015/7/6 23:59,424997,27,0,,0,0,,
10806108,10806108,1.21404E+11,2015/5/18 18:00,2015/8/16 23:59,309021,8,2,,0,0,,
201265031,201265031,1.11518E+11,2015/5/8 17:41,2015/8/7 23:59,142517,7,2,,0,0,,
10260650,10260650,1.30319E+11,2015/6/19 15:32,2015/9/18 23:59,240415,7,2,,0,0,,
10437717,10437717,1.30319E+11,2015/6/19 15:32,2015/9/18 23:59,309656,7,2,,0,0,,
10260665,10260665,1.30319E+11,2015/6/19 15:32,2015/9/18 23:59,240416,7,2,,0,0,,
11055807,11055807,9901908,2015/4/20 17:12,2015/5/20 23:59,431111,27,0,,0,0,,
11224196,11224196,9901908,2015/4/20 17:12,2015/5/20 23:59,698436,27,0,,0,0,,
11499098,11499098,1.21403E+11,2015/5/19 10:53,2015/6/18 23:59,427695,27,0,,0,0,,
10706236,10706236,1.41409E+11,2015/5/19 10:54,2015/6/18 23:59,631159,27,0,,0,0,,
10928420,10928420,1.41409E+11,2015/5/19 10:54,2015/6/18 23:59,632707,27,0,,0,0,,
10925924,10925924,1.21406E+11,2015/4/20 17:26,2015/5/20 23:59,633001,27,0,,0,0,,
11065661,11065661,9901597,2015/4/20 17:30,2015/6/19 23:59,439470,27,1,,0,0,,
10931699,10931699,1.30302E+11,2015/5/19 11:00,2015/6/18 23:59,627151,27,0,,0,0,,
10987432,10987432,1.41425E+11,2015/1/6 19:57,2015/3/23 23:59,693312,8,0,,0,0,,
10917565,10917565,1.30302E+11,2015/5/19 11:00,2015/6/18 23:59,624921,27,0,,0,0,,
11050773,11050773,9901597,2015/4/20 17:30,2015/6/19 23:59,427890,27,1,,0,0,,
10767539,10767539,1.31425E+11,2015/5/19 11:03,2015/6/18 23:59,630670,27,0,,0,0,,
10700330,10700330,1.31425E+11,2015/5/19 11:03,2015/6/18 23:59,620457,27,0,,0,0,,
11041490,11041490,1.21425E+11,2014/6/25 17:01,2014/10/8 23:59,362539,8,0,,0,0,,
11487188,11487188,9943085,2014/8/31 17:26,2016/12/31 23:59,394970,8,0,,0,0,,
10738528,10738528,1.21403E+11,2015/4/26 10:36,2015/7/27 23:59,671379,8,2,,0,0,,
11101703,11101703,1.21509E+11,2015/4/22 10:59,2015/7/15 23:59,388527,8,2,,0,0,,
10845263,10845263,1.3141E+11,2015/5/19 11:13,2015/6/18 23:59,631688,27,0,,0,0,,
10823503,10823503,1.21419E+11,2015/4/14 15:46,2015/7/16 23:59,328066,8,2,,0,0,,
11102773,11102773,1.21509E+11,2015/4/22 10:59,2015/7/15 23:59,389591,8,2,,0,0,,
10688542,10688542,1.21416E+11,2015/5/22 17:51,2015/6/22 23:59,639056,8,0,,0,0,,
10984615,10984615,1.21416E+11,2015/5/20 16:49,2015/7/29 23:59,692611,8,2,,0,0,,
10447200,10447200,9.7E+11,2015/6/9 19:21,2015/8/10 23:59,318610,8,2,,0,0,,
11112881,11112881,1.31425E+11,2014/9/27 10:04,2014/11/26 23:59,425532,8,1,,0,0,,
10680860,10680860,9.7E+11,2015/5/22 19:06,2015/7/23 23:59,422015,27,1,,0,0,,
10894008,10894008,1.31425E+11,2014/9/27 10:05,2014/11/26 23:59,691581,8,1,,0,0,,
10797786,10797786,1.31425E+11,2014/9/27 10:05,2014/11/26 23:59,692208,8,1,,0,0,,
10872882,10872882,1.41518E+11,2015/6/13 15:16,2015/7/22 23:59,626324,27,1,,0,0,,
10941557,10941557,1.41518E+11,2015/3/24 11:34,2015/6/25 23:59,676186,8,2,,0,0,,
10785115,10785115,1.31406E+11,2015/5/31 15:30,2015/6/30 23:59,661555,8,0,,0,0,,
10910994,10910994,1.41451E+11,2015/3/10 11:07,2015/4/9 23:59,627885,27,0,,0,0,,
11034862,11034862,1.41419E+11,2015/6/15 16:22,2015/7/15 23:59,358175,7,0,,0,0,,
10714897,10714897,1.21416E+11,2015/6/4 19:48,2015/7/6 23:59,621346,27,0,,0,0,,
10879684,10879684,1.31419E+11,2015/6/15 16:31,2015/7/15 23:59,663775,7,0,,0,0,,
11081682,11081682,1.31419E+11,2015/6/15 16:31,2015/7/15 23:59,634772,7,0,,0,0,,
10777978,10777978,1.21416E+11,2015/6/4 19:48,2015/7/6 23:59,625737,27,0,,0,0,,
10263105,10263105,1.31419E+11,2015/6/15 16:31,2015/7/15 23:59,242046,7,0,,0,0,,
10741587,10741587,1.41402E+11,2015/6/4 20:11,2015/7/6 23:59,669987,8,0,,0,0,,
10611597,10611597,1.41402E+11,2015/6/4 20:11,2015/7/6 23:59,289374,8,0,,0,0,,
2064287,N159678,1.41402E+11,2015/6/4 20:11,2015/7/6 23:59,194785,8,0,,0,0,,
10478478,10478478,1.41415E+11,2015/5/25 16:45,2015/6/24 23:59,638342,8,0,,0,0,,
10735582,10735582,1.31411E+11,2015/4/8 15:20,2015/7/9 23:59,676856,8,2,,0,0,,
10363585,10363585,1.31425E+11,2015/6/7 14:57,2015/7/8 23:59,314570,8,1,,0,0,,
11452996,11452996,1.21416E+11,2015/6/4 20:38,2015/7/6 23:59,359523,8,0,,0,0,,
11406542,11406542,1.41417E+11,2015/4/8 15:26,2015/5/8 23:59,343356,7,0,,0,0,,
10688348,10688348,1.31407E+11,2015/5/25 17:06,2015/6/24 23:59,639048,8,0,,0,0,,
10974867,10974867,1.21416E+11,2015/6/4 20:38,2015/7/6 23:59,685014,8,0,,0,0,,
11080947,11080947,1.21416E+11,2015/6/4 20:38,2015/7/6 23:59,635942,8,0,,0,0,,
10764867,10764867,1.21402E+11,2015/6/4 20:43,2015/7/6 23:59,626656,27,0,,0,0,,
10713652,10713652,1.21402E+11,2015/6/4 20:44,2015/7/6 23:59,630163,27,0,,0,0,,
11406163,11406163,1.21509E+11,2015/5/25 17:43,2015/6/24 23:59,343291,8,0,,0,0,,
11441821,11441821,1.41404E+11,2015/5/25 18:14,2015/6/24 23:59,353816,8,0,,0,0,,
10478488,10478488,1.41404E+11,2015/5/25 18:14,2015/6/24 23:59,638342,8,0,,0,0,,
11496992,11496992,9.7E+11,2015/3/10 17:08,2015/10/10 23:59,420514,27,0,,0,0,,
11496990,11496990,9.7E+11,2015/3/10 17:08,2015/10/10 23:59,420513,27,0,,0,0,,
11491760,11491760,9.7E+11,2015/3/10 17:16,2015/11/9 23:59,417211,27,1,,0,0,,
11494218,11494218,9.7E+11,2015/3/10 17:16,2015/11/9 23:59,418372,27,1,,0,0,,
11501547,11501547,1.40301E+11,2015/5/7 9:21,2015/8/10 23:59,433382,8,2,,0,0,,
10922912,10922912,1.40301E+11,2015/5/7 9:21,2015/8/10 23:59,620943,8,2,,0,0,,
10175869,10175869,1.31425E+11,2015/6/6 17:16,2015/8/7 23:59,247314,8,2,,0,0,,
11435559,11435559,1.31416E+11,2015/6/2 19:37,2015/7/2 23:59,353268,8,0,,0,0,,
10397502,10397502,518000021,2015/6/2 20:21,2015/7/2 23:59,330707,8,0,,0,0,,
10078610,10078610,518000021,2015/6/2 20:22,2015/7/2 23:59,102808,8,0,,0,0,,
10956808,10956808,1.31413E+11,2015/6/3 10:33,2015/7/3 23:59,638982,7,0,,0,0,,
10729170,10729170,1.31417E+11,2015/3/21 11:05,2015/4/20 23:59,668962,8,0,,0,0,,
10957962,10957962,1.31413E+11,2015/6/3 10:35,2015/7/3 23:59,643817,7,0,,0,0,,
10722534,10722534,9.6E+11,2015/6/7 18:00,2015/7/7 23:59,633142,27,0,,0,0,,
10735503,10735503,9902233,2015/6/8 15:02,2015/7/8 23:59,676850,8,0,,0,0,,
10459728,10459728,1.31406E+11,2015/6/8 10:59,2015/7/8 23:59,410440,8,0,,0,0,,
11046654,11046654,1.11509E+11,2015/3/9 19:30,2015/6/11 23:59,409693,8,2,,0,0,,
10762289,10762289,9902768,2015/1/9 16:26,2015/5/12 23:59,628877,27,0,,0,0,,
10690673,10690673,1.31518E+11,2015/6/8 11:01,2015/8/10 23:59,623769,8,1,,0,0,,
10196304,10196304,1.31518E+11,2015/6/8 11:02,2015/8/10 23:59,252439,8,1,,0,0,,
10815435,10815435,1.21404E+11,2014/12/17 11:44,2015/1/16 23:59,322365,8,0,,0,0,,
10734596,10734596,9.7E+11,2015/6/8 11:13,2015/7/8 23:59,670238,8,0,,0,0,,
10846549,10846549,9902768,2015/1/9 16:26,2015/5/12 23:59,621002,27,0,,0,0,,
10611598,10611598,9.7E+11,2015/6/8 11:13,2015/7/8 23:59,289374,8,0,,0,0,,
10654069,10654069,9.7E+11,2015/6/8 11:14,2015/7/8 23:59,348298,8,0,,0,0,,
10131500,10131500,1.31412E+11,2015/6/8 11:23,2015/9/10 23:59,233038,8,2,,0,0,,
10893420,10893420,9902233,2015/6/8 15:02,2015/7/8 23:59,671754,8,0,,0,0,,
10979643,10979643,9902233,2015/6/8 15:02,2015/7/8 23:59,685804,8,0,,0,0,,
10788048,10788048,9902233,2015/6/8 15:03,2015/7/8 23:59,677065,8,0,,0,0,,
10979281,10979281,9902233,2015/6/8 15:03,2015/7/8 23:59,685827,8,0,,0,0,,
10471372,10471372,1.21409E+11,2015/5/4 17:23,2015/6/3 23:59,692406,8,0,,0,0,,
11127408,11127408,1.41404E+11,2015/5/4 17:24,2015/7/6 23:59,437322,27,1,,0,0,,
10476056,10476056,1.41406E+11,2015/5/4 17:37,2015/6/3 23:59,638251,8,0,,0,0,,
61003291,61003291,9903735,2015/5/4 17:55,2015/6/3 23:59,256781,8,0,,0,0,,
10869138,10869138,9903735,2015/5/4 17:55,2015/6/3 23:59,619068,8,0,,0,0,,
10847766,10847766,1.41406E+11,2015/5/8 8:41,2015/8/3 23:59,633069,8,2,,0,0,,
10921458,10921458,1.41406E+11,2015/5/4 18:45,2015/6/3 23:59,621467,27,0,,0,0,,
10964268,10964268,1.21509E+11,2015/4/22 9:27,2015/6/24 23:59,665968,8,2,,0,0,,
10182575,10182575,1.41414E+11,2015/6/16 9:26,2015/7/16 23:59,248275,8,0,,0,0,,
10199140,10199140,1.41518E+11,2015/6/14 16:07,2015/7/14 23:59,254610,7,0,,0,0,,
10770804,10770804,9901419,2015/6/10 9:20,2015/7/10 23:59,630920,27,0,,0,0,,
10692484,10692484,1.31402E+11,2015/5/11 11:19,2015/8/13 23:59,621647,8,2,,0,0,,
10812581,10812581,1.41414E+11,2015/6/16 9:26,2015/7/16 23:59,316871,7,0,,0,0,,
11057344,11057344,1.31402E+11,2015/5/11 11:19,2015/8/13 23:59,431415,8,2,,0,0,,
