条形码,登录号,读者条码,外借时间,应归还时间,主键码,虚拟库室,续借次数,处理时间,流通库室键码,签到键码,附件,备注
11496944,11496944,9.7E+11,2014/4/12 16:49,2014/5/12 23:59,420449,27,0,,0,0,,
10789329,10789329,1.41412E+11,2015/6/11 21:44,2015/7/13 23:59,677408,8,0,,0,0,,
10255344,10255344,9903870,2015/4/7 16:32,2015/7/9 23:59,238413,8,2,,0,0,,
10686618,10686618,1.41404E+11,2015/6/11 21:49,2015/7/13 23:59,636754,8,0,,0,0,,
11047011,11047011,1.40304E+11,2015/5/25 11:10,2015/7/27 23:59,409852,8,1,,0,0,,
11442136,11442136,1.41413E+11,2015/1/20 14:47,2015/3/23 23:59,353836,7,0,,0,0,,
10925056,10925056,1.21402E+11,2015/5/2 17:43,2015/7/2 23:59,630766,27,1,,0,0,,
10189393,10189393,1.41403E+11,2015/3/24 10:54,2015/6/25 23:59,231629,8,2,,0,0,,
10391038,10391038,1.2141E+11,2015/4/1 15:10,2015/7/9 23:59,328688,8,2,,0,0,,
11400810,11400810,9.7E+11,2015/3/24 16:56,2015/4/23 23:59,332320,8,0,,0,0,,
10989208,10989208,1.31518E+11,2015/5/3 18:07,2015/6/2 23:59,694073,8,0,,0,0,,
10709005,10709005,1.21416E+11,2015/5/27 20:25,2015/7/27 23:59,628398,27,1,,0,0,,
10936554,10936554,1.40313E+11,2015/6/16 15:29,2015/7/16 23:59,657849,8,0,,0,0,,
10307688,10307688,1.4141E+11,2015/5/13 14:27,2015/7/13 23:59,286135,8,1,,0,0,,
10687742,10687742,9.7E+11,2015/4/25 9:29,2015/7/27 23:59,636769,8,2,,0,0,,
10823418,10823418,1.31418E+11,2015/3/14 15:06,2015/5/14 23:59,328054,8,1,,0,0,,
10637561,10637561,1.40301E+11,2015/6/16 10:51,2015/8/17 23:59,325129,8,1,,0,0,,
10866267,10866267,1.41402E+11,2015/6/17 17:06,2015/7/17 23:59,626512,27,0,,0,0,,
10384253,10384253,1.40301E+11,2015/6/16 10:51,2015/8/17 23:59,321614,8,1,,0,0,,
10844193,10844193,1.1152E+11,2015/4/17 9:30,2015/7/20 23:59,622884,8,2,,0,0,,
10265241,10265241,1.31415E+11,2015/6/16 11:23,2015/7/16 23:59,244404,8,0,,0,0,,
11468190,11468190,1.40303E+11,2015/6/16 14:56,2015/7/16 23:59,376076,8,0,,0,0,,
10446256,10446256,1.31425E+11,2015/6/16 15:14,2015/7/16 23:59,316146,8,0,,0,0,,
11112806,11112806,9.7E+11,2015/5/20 20:26,2015/8/19 23:59,425507,8,2,,0,0,,
10733359,10733359,1.31402E+11,2015/6/16 16:56,2015/7/16 23:59,672211,8,0,,0,0,,
10928762,10928762,1.41518E+11,2015/6/17 15:31,2015/7/17 23:59,631100,27,0,,0,0,,
10919904,10919904,1.21407E+11,2015/6/17 15:34,2015/7/17 23:59,624872,27,0,,0,0,,
10605731,10605731,1.21407E+11,2015/5/28 8:17,2015/7/30 23:59,285827,8,1,,0,0,,
10983683,10983683,1.21403E+11,2015/4/25 9:43,2015/5/25 23:59,692199,8,0,,0,0,,
10849851,10849851,1.41402E+11,2015/6/17 17:06,2015/7/17 23:59,627337,27,0,,0,0,,
10777462,10777462,1.40301E+11,2015/6/17 17:25,2015/7/17 23:59,625931,27,0,,0,0,,
10767355,10767355,1.40301E+11,2015/6/17 17:25,2015/7/17 23:59,632318,27,0,,0,0,,
10823307,10823307,1.30302E+11,2015/5/20 21:22,2015/8/19 23:59,328020,8,2,,0,0,,
11049023,11049023,1.1152E+11,2015/4/17 9:30,2015/7/20 23:59,410985,8,2,,0,0,,
10390420,10390420,1.31413E+11,2015/6/8 14:54,2015/7/8 23:59,326363,7,0,,0,0,,
10474004,10474004,1.31413E+11,2015/6/8 14:54,2015/7/8 23:59,637410,7,0,,0,0,,
10890707,10890707,9903444,2015/5/29 9:04,2015/6/29 23:59,683726,8,0,,0,0,,
11068199,11068199,9900392,2015/5/13 9:22,2015/6/12 23:59,440645,27,0,,0,0,,
10478927,10478927,9903444,2015/5/29 9:04,2015/6/29 23:59,638089,8,0,,0,0,,
11501011,11501011,9.6E+11,2014/11/18 14:25,2014/12/18 23:59,433161,27,0,,0,0,,
11052375,11052375,1.31418E+11,2015/3/14 15:06,2015/5/14 23:59,428962,8,1,,0,0,,
11117804,11117804,1.30302E+11,2015/5/20 21:54,2015/8/19 23:59,433738,8,2,,0,0,,
11489364,11489364,9903444,2015/5/29 9:04,2015/6/29 23:59,398862,8,0,,0,0,,
10307691,10307691,1.4141E+11,2015/5/13 14:27,2015/7/13 23:59,286137,8,1,,0,0,,
6102666,6102666,1.30302E+11,2015/5/20 21:54,2015/8/19 23:59,62064,8,2,,0,0,,
10622625,10622625,1.4141E+11,2015/5/13 15:26,2015/7/13 23:59,306292,8,1,,0,0,,
10610702,10610702,9903444,2015/5/29 9:15,2015/6/29 23:59,288708,8,0,,0,0,,
10140901,10140901,9903444,2015/5/29 9:15,2015/6/29 23:59,234455,8,0,,0,0,,
11221217,11221217,1.21413E+11,2015/5/21 10:12,2015/6/22 23:59,654198,7,0,,0,0,,
11058537,11058537,9.7E+11,2015/6/3 18:30,2015/7/8 23:59,431206,27,1,,0,0,,
11418794,11418794,9958150,2015/5/29 9:31,2015/8/28 23:59,349859,8,2,,0,0,,
11418781,11418781,9958150,2015/5/29 9:31,2015/8/28 23:59,349858,8,2,,0,0,,
10941205,10941205,9958150,2015/5/29 9:31,2015/8/28 23:59,683749,8,2,,0,0,,
10737721,10737721,9958150,2015/5/29 9:31,2015/8/28 23:59,675834,8,2,,0,0,,
10888663,10888663,9902075,2015/6/21 8:58,2015/7/29 23:59,418042,8,1,,0,0,,
11440927,11440927,1.31415E+11,2015/5/30 11:05,2015/6/29 23:59,353753,8,0,,0,0,,
10964784,10964784,1.11518E+11,2014/12/15 10:11,2015/1/14 23:59,665894,7,0,,0,0,,
10058295,10058295,1.31401E+11,2015/5/30 15:01,2015/6/29 23:59,98622,8,0,,0,0,,
10873472,10873472,9.7E+11,2015/5/30 15:09,2015/6/29 23:59,625735,8,0,,0,0,,
10873482,10873482,9.7E+11,2015/5/30 15:09,2015/6/29 23:59,625736,8,0,,0,0,,
10467797,10467797,1.31415E+11,2015/6/2 20:30,2015/7/2 23:59,419850,27,0,,0,0,,
10684794,10684794,1.21403E+11,2015/6/12 9:01,2015/9/14 23:59,439748,8,2,,0,0,,
10388043,10388043,1.31429E+11,2015/6/26 20:22,2015/7/27 23:59,323339,8,0,,0,0,,
10229282,10229282,1.21406E+11,2015/6/28 11:28,2015/7/28 23:59,251733,8,0,,0,0,,
10870977,10870977,1.3141E+11,2015/5/18 16:10,2015/7/10 23:59,630121,27,1,,0,0,,
10229278,10229278,1.21406E+11,2015/6/28 11:29,2015/7/28 23:59,251733,8,0,,0,0,,
10475345,10475345,1.41409E+11,2015/6/26 20:42,2015/7/27 23:59,638263,8,0,,0,0,,
10730657,10730657,1.21416E+11,2015/6/26 20:45,2015/7/27 23:59,683421,8,0,,0,0,,
10985857,10985857,1.41409E+11,2015/6/26 20:46,2015/7/27 23:59,693023,8,0,,0,0,,
11078383,11078383,1.21415E+11,2015/6/26 21:03,2015/7/27 23:59,635888,8,0,,0,0,,
11089343,11089343,1.21404E+11,2015/4/27 17:54,2015/7/30 23:59,634062,8,2,,0,0,,
10841594,10841594,9902900,2015/1/18 16:06,2015/12/29 23:59,371616,7,2,,0,0,,
10661801,10661801,1.4141E+11,2015/6/26 21:15,2015/7/27 23:59,368762,8,0,,0,0,,
11411363,11411363,1.4141E+11,2015/6/26 21:15,2015/7/27 23:59,348519,8,0,,0,0,,
10979768,10979768,1.31415E+11,2015/6/26 21:24,2015/7/27 23:59,685892,8,0,,0,0,,
11217579,11217579,1.31415E+11,2015/6/26 21:25,2015/7/27 23:59,643587,8,0,,0,0,,
10404735,10404735,9903047,2015/4/1 10:33,2015/7/8 23:59,289613,8,2,,0,0,,
10957872,10957872,1.41426E+11,2015/6/26 21:40,2015/7/27 23:59,643815,8,0,,0,0,,
10973991,10973991,1.31411E+11,2015/6/26 21:42,2015/7/27 23:59,684831,8,0,,0,0,,
10478379,10478379,1.31411E+11,2015/6/26 21:42,2015/7/27 23:59,638008,8,0,,0,0,,
10894661,10894661,1.30329E+11,2015/6/26 21:50,2015/7/27 23:59,691825,8,0,,0,0,,
11460517,11460517,1.30329E+11,2015/6/26 21:50,2015/7/27 23:59,368075,8,0,,0,0,,
10783416,10783416,1.41401E+11,2015/6/27 15:21,2015/7/27 23:59,621289,8,0,,0,0,,
10872167,10872167,1.31406E+11,2015/6/28 11:33,2015/7/28 23:59,627006,27,0,,0,0,,
10921635,10921635,1.31406E+11,2015/6/28 11:33,2015/7/28 23:59,633041,27,0,,0,0,,
11226597,11226597,9.7E+11,2015/6/28 11:35,2015/7/28 23:59,701663,27,0,,0,0,,
10761668,10761668,9.7E+11,2015/6/28 11:35,2015/7/28 23:59,630305,27,0,,0,0,,
10870899,10870899,9.6E+11,2015/6/28 11:37,2015/7/28 23:59,626819,27,0,,0,0,,
10912426,10912426,9.6E+11,2015/6/28 11:39,2015/7/28 23:59,626063,27,0,,0,0,,
10759020,10759020,1.41416E+11,2015/6/28 11:40,2015/7/28 23:59,632544,27,0,,0,0,,
11498124,11498124,1.21412E+11,2015/6/28 14:29,2015/7/28 23:59,426773,27,0,,0,0,,
11124542,11124542,1.21412E+11,2015/6/28 14:29,2015/7/28 23:59,436912,27,0,,0,0,,
10774273,10774273,1.31406E+11,2015/6/28 14:36,2015/7/28 23:59,631854,27,0,,0,0,,
10683888,10683888,1.31415E+11,2015/6/28 14:38,2015/7/28 23:59,423422,27,0,,0,0,,
10777166,10777166,1.31416E+11,2015/6/28 14:43,2015/7/28 23:59,620768,27,0,,0,0,,
11125093,11125093,1.31416E+11,2015/6/28 14:44,2015/7/28 23:59,436619,27,0,,0,0,,
10690561,10690561,1.41401E+11,2015/6/28 14:45,2015/7/28 23:59,632580,27,0,,0,0,,
10475842,10475842,1.21404E+11,2015/5/4 10:54,2015/8/3 23:59,638199,8,2,,0,0,,
10459685,10459685,1.21425E+11,2015/3/20 19:25,2015/4/20 23:59,410421,8,0,,0,0,,
10472250,10472250,9902900,2015/4/13 17:34,2015/12/29 23:59,637778,7,0,,0,0,,
10335821,10335821,1.21404E+11,2015/3/20 19:44,2015/4/20 23:59,302120,8,0,,0,0,,
10981423,10981423,1.21404E+11,2015/3/20 19:44,2015/4/20 23:59,686244,8,0,,0,0,,
10930481,10930481,9.7E+11,2015/4/3 10:37,2015/6/8 23:59,627135,27,1,,0,0,,
10856517,10856517,9.7E+11,2015/4/3 10:37,2015/6/8 23:59,622671,27,1,,0,0,,
10704044,10704044,9.7E+11,2015/4/3 10:37,2015/6/8 23:59,631287,27,1,,0,0,,
10707162,10707162,9.7E+11,2015/4/3 10:37,2015/6/8 23:59,627055,27,1,,0,0,,
11114968,11114968,1.31416E+11,2014/4/11 18:23,2014/5/12 23:59,426515,27,0,,0,0,,
10441696,10441696,1.30304E+11,2015/1/19 21:34,2015/5/25 23:59,312344,8,2,,0,0,,
10819235,10819235,1.40304E+11,2015/6/1 10:48,2015/7/1 23:59,323692,8,0,,0,0,,
10279322,10279322,1.40304E+11,2015/6/1 10:48,2015/7/1 23:59,253429,8,0,,0,0,,
10734926,10734926,1.21414E+11,2015/6/17 8:40,2015/7/17 23:59,683486,7,0,,0,0,,
200497006,200497006,1.21509E+11,2014/11/20 21:41,2014/12/22 23:59,135684,8,0,,0,0,,
10367719,10367719,1.40304E+11,2015/6/1 10:48,2015/7/1 23:59,315314,8,0,,0,0,,
10466500,10466500,1.31415E+11,2015/5/26 11:46,2015/6/25 23:59,413240,8,0,,0,0,,
11068111,11068111,1.21419E+11,2015/4/25 10:17,2015/7/27 23:59,440635,8,2,,0,0,,
11501439,11501439,1.31402E+11,2015/5/26 14:41,2015/8/27 23:59,433345,8,2,,0,0,,
11103540,11103540,1.41403E+11,2015/5/20 15:14,2015/6/19 23:59,389651,7,0,,0,0,,
10326760,10326760,1.31403E+11,2015/1/6 17:13,2015/4/23 23:59,298644,8,1,,0,0,,
10891789,10891789,1.21407E+11,2015/6/19 20:27,2015/7/20 23:59,672560,8,1,,0,0,,
10743423,10743423,1.41407E+11,2015/6/7 18:03,2015/7/8 23:59,671820,8,1,,0,0,,
10857494,10857494,1.40213E+11,2015/6/21 16:34,2015/8/26 23:59,628873,8,2,,0,0,,
2065918,N034748,1.31418E+11,2015/6/1 11:33,2015/7/1 23:59,195273,7,0,,0,0,,
11225143,11225143,1.31412E+11,2015/5/14 10:27,2015/6/15 23:59,701308,27,0,,0,0,,
10691899,10691899,1.21425E+11,2015/6/11 9:18,2015/7/15 23:59,630902,27,1,,0,0,,
10827127,10827127,1.40304E+11,2015/6/1 16:06,2015/8/3 23:59,340168,8,1,,0,0,,
10940271,10940271,1.40213E+11,2015/6/21 16:34,2015/8/26 23:59,683847,8,2,,0,0,,
10975922,10975922,1.40213E+11,2015/6/21 16:34,2015/8/26 23:59,591246,8,2,,0,0,,
11222484,11222484,1.21408E+11,2015/5/20 15:11,2015/8/20 23:59,690395,8,2,,0,0,,
11483083,11483083,9.7E+11,2015/4/2 10:17,2015/6/8 23:59,392531,8,1,,0,0,,
11016132,11016132,9.7E+11,2015/4/2 10:17,2015/6/8 23:59,358846,8,1,,0,0,,
10642075,10642075,9.7E+11,2015/4/2 10:17,2015/6/8 23:59,333598,8,1,,0,0,,
10421854,10421854,1.40213E+11,2015/6/21 16:34,2015/8/26 23:59,301590,8,2,,0,0,,
11449918,11449918,1.21407E+11,2015/5/26 17:11,2015/7/27 23:59,359227,8,1,,0,0,,
10308769,10308769,1.41403E+11,2015/5/20 15:14,2015/6/19 23:59,287736,7,0,,0,0,,
10685423,10685423,1.41408E+11,2015/5/31 15:17,2015/7/8 23:59,439874,27,1,,0,0,,
11067010,11067010,1.21402E+11,2015/5/26 17:12,2015/6/25 23:59,439145,8,0,,0,0,,
10820113,10820113,1.40304E+11,2015/6/1 16:06,2015/8/3 23:59,323928,8,1,,0,0,,
10820884,10820884,1.40304E+11,2015/6/1 16:06,2015/8/3 23:59,325802,8,1,,0,0,,
10840718,10840718,1.41415E+11,2015/5/26 17:14,2015/6/25 23:59,371479,8,0,,0,0,,
10632194,10632194,1.40304E+11,2015/6/1 16:06,2015/8/3 23:59,319230,8,1,,0,0,,
10217053,10217053,1.21404E+11,2015/6/1 17:37,2015/7/1 23:59,263882,8,0,,0,0,,
10617013,10617013,1.31532E+11,2015/4/29 18:11,2015/5/29 23:59,303165,8,0,,0,0,,
11036657,11036657,1.11518E+11,2015/5/12 15:46,2015/6/11 23:59,360613,7,0,,0,0,,
10375656,10375656,1.11518E+11,2015/5/12 15:46,2015/6/11 23:59,317577,7,0,,0,0,,
10719594,10719594,1.31414E+11,2014/3/30 11:03,2014/4/29 23:59,627597,27,0,,0,0,,
10768110,10768110,1.31414E+11,2014/3/30 11:04,2014/4/29 23:59,618942,27,0,,0,0,,
10696658,10696658,9905092,2014/5/3 11:36,2014/6/2 23:59,633668,8,0,,0,0,,
11074046,11074046,1.21509E+11,2015/3/9 19:44,2015/4/22 23:59,574039,8,1,,0,0,,
11012632,11012632,1.21407E+11,2015/6/10 16:38,2015/7/10 23:59,349632,8,1,,0,0,,
10605729,10605729,1.21407E+11,2015/6/10 16:38,2015/7/10 23:59,285827,8,1,,0,0,,
10777699,10777699,9.7E+11,2014/5/4 18:13,2014/6/3 23:59,619892,27,0,,0,0,,
11472660,11472660,1.41413E+11,2015/5/12 9:40,2015/7/13 23:59,377340,7,1,,0,0,,
10233055,10233055,1.41413E+11,2015/5/12 9:40,2015/7/13 23:59,278078,7,1,,0,0,,
2049245,N025181,1.41413E+11,2015/5/12 9:41,2015/7/13 23:59,171487,7,1,,0,0,,
10769210,10769210,1.21518E+11,2015/4/7 10:31,2015/7/9 23:59,619283,8,2,,0,0,,
11117534,11117534,1.40304E+11,2015/4/7 10:32,2015/7/9 23:59,430387,8,2,,0,0,,
10228140,10228140,1.21403E+11,2015/5/12 11:18,2015/8/12 23:59,276773,8,2,,0,0,,
10765531,10765531,9.6E+11,2015/6/24 10:13,2015/7/24 23:59,631971,27,0,,0,0,,
11230063,11230063,9.7E+11,2015/6/24 19:56,2015/7/24 23:59,702909,27,0,,0,0,,
10474992,10474992,9902633,2015/6/18 8:27,2015/7/20 23:59,638149,8,0,,0,0,,
10939268,10939268,9902633,2015/6/18 8:27,2015/7/20 23:59,676483,8,0,,0,0,,
10939260,10939260,9902633,2015/6/18 8:28,2015/7/20 23:59,676482,8,0,,0,0,,
10978453,10978453,9902633,2015/6/18 8:28,2015/7/20 23:59,685584,8,0,,0,0,,
10124143,10124143,1.41413E+11,2014/12/16 15:50,2015/1/19 23:59,103044,7,1,,0,0,,
10885254,10885254,1.31426E+11,2015/6/18 9:25,2015/7/20 23:59,676609,8,0,,0,0,,
10384705,10384705,1.41407E+11,2015/6/21 11:35,2015/7/21 23:59,321117,8,0,,0,0,,
10767945,10767945,1.31415E+11,2015/6/2 20:29,2015/7/2 23:59,630740,27,0,,0,0,,
10883504,10883504,9903414,2014/3/11 16:32,2015/11/27 23:59,671981,8,1,,0,0,,
10752841,10752841,1.4141E+11,2015/5/23 14:46,2015/6/26 23:59,628996,8,1,,0,0,,
10335477,10335477,1.4141E+11,2015/6/26 17:17,2015/7/27 23:59,301284,8,2,,0,0,,
10812574,10812574,1.2141E+11,2015/4/27 20:53,2015/6/29 23:59,316954,8,1,,0,0,,
10605733,10605733,1.21407E+11,2015/5/11 14:23,2015/8/10 23:59,285827,8,2,,0,0,,
11058125,11058125,9902725,2014/11/18 9:49,2015/1/19 23:59,431646,27,1,,0,0,,
11491526,11491526,1.4031E+11,2015/5/8 10:46,2015/7/9 23:59,416645,8,1,,0,0,,
10634539,10634539,1.21426E+11,2015/6/26 14:55,2015/7/27 23:59,320996,8,0,,0,0,,
10410894,10410894,9999980,2015/6/26 15:12,2015/7/27 23:59,294753,8,0,,0,0,,
540704,540704,1.21408E+11,2015/6/10 16:41,2015/7/10 23:59,236019,8,0,,0,0,,
540699,540699,1.21408E+11,2015/6/10 16:41,2015/7/10 23:59,236019,8,0,,0,0,,
540716,540716,1.21408E+11,2015/6/10 16:41,2015/7/10 23:59,236019,8,0,,0,0,,
10987538,10987538,9999980,2015/6/26 15:12,2015/7/27 23:59,693353,8,0,,0,0,,
540707,540707,1.21408E+11,2015/6/10 16:42,2015/7/10 23:59,236019,8,0,,0,0,,
10788505,10788505,1.4031E+11,2015/5/8 10:46,2015/7/9 23:59,670908,8,1,,0,0,,
540706,540706,1.21408E+11,2015/6/10 16:42,2015/7/10 23:59,236019,8,0,,0,0,,
10474274,10474274,1.31418E+11,2015/6/26 15:23,2015/7/27 23:59,638137,8,0,,0,0,,
11037475,11037475,1.21413E+11,2015/3/16 15:43,2015/4/15 23:59,360734,7,0,,0,0,,
10872769,10872769,1.31411E+11,2015/6/26 15:59,2015/7/27 23:59,625742,8,0,,0,0,,
11094525,11094525,1.21403E+11,2015/4/14 11:16,2015/7/16 23:59,635504,8,2,,0,0,,
10905559,10905559,1.31411E+11,2015/6/26 15:59,2015/7/27 23:59,355330,8,0,,0,0,,
10632545,10632545,9.7E+11,2015/6/26 16:00,2015/8/27 23:59,320917,8,1,,0,0,,
10733915,10733915,9.7E+11,2015/6/26 16:01,2015/8/27 23:59,677861,8,1,,0,0,,
11121451,11121451,1.41404E+11,2015/6/11 10:02,2015/7/13 23:59,435985,27,0,,0,0,,
10775624,10775624,1.31403E+11,2015/6/11 10:06,2015/7/13 23:59,621423,27,0,,0,0,,
10687099,10687099,9.7E+11,2015/6/26 16:01,2015/8/27 23:59,636762,8,1,,0,0,,
10939529,10939529,9.7E+11,2015/5/15 11:09,2015/6/15 23:59,668776,8,0,,0,0,,
11056406,11056406,1.31403E+11,2015/6/11 10:07,2015/7/13 23:59,430874,27,0,,0,0,,
10171427,10171427,9.7E+11,2015/5/15 11:09,2015/6/15 23:59,246270,8,0,,0,0,,
11438697,11438697,9.7E+11,2015/6/26 16:01,2015/8/27 23:59,353608,8,1,,0,0,,
10852020,10852020,1.31406E+11,2015/5/8 10:52,2015/6/8 23:59,632733,27,0,,0,0,,
10191729,10191729,1.31404E+11,2015/6/26 16:04,2015/7/27 23:59,249975,8,0,,0,0,,
11470021,11470021,9.7E+11,2015/5/15 11:10,2015/6/15 23:59,376710,8,0,,0,0,,
10870725,10870725,1.31404E+11,2015/6/26 16:05,2015/7/27 23:59,618193,8,0,,0,0,,
10461612,10461612,1.31425E+11,2015/3/26 10:35,2015/6/29 23:59,411591,8,2,,0,0,,
11424209,11424209,1.21402E+11,2015/6/26 16:13,2015/7/27 23:59,350936,8,0,,0,0,,
10055705,10055705,1.21402E+11,2015/6/26 16:13,2015/7/27 23:59,98415,8,0,,0,0,,
10055656,10055656,1.21402E+11,2015/6/26 16:14,2015/7/27 23:59,98410,8,0,,0,0,,
10057627,10057627,1.21416E+11,2015/6/26 16:15,2015/7/27 23:59,98580,8,0,,0,0,,
10938713,10938713,1.21416E+11,2015/6/26 16:15,2015/7/27 23:59,675348,8,0,,0,0,,
10774191,10774191,1.41416E+11,2015/5/15 11:32,2015/6/15 23:59,629878,8,0,,0,0,,
11210364,11210364,1.41406E+11,2015/6/26 16:21,2015/7/27 23:59,356893,8,0,,0,0,,
10788241,10788241,9903841,2015/6/26 16:40,2015/7/27 23:59,673806,8,0,,0,0,,
10978340,10978340,9901965,2015/6/26 17:08,2015/7/27 23:59,685592,8,0,,0,0,,
10979561,10979561,9901965,2015/6/26 17:08,2015/7/27 23:59,685986,8,0,,0,0,,
10771808,10771808,1.41425E+11,2015/6/11 10:59,2015/7/13 23:59,625069,27,0,,0,0,,
10700106,10700106,1.21406E+11,2015/6/11 11:02,2015/7/13 23:59,628957,27,0,,0,0,,
10875101,10875101,9901965,2015/6/26 17:09,2015/7/27 23:59,633294,8,0,,0,0,,
10721071,10721071,1.31426E+11,2015/6/11 11:06,2015/7/13 23:59,631283,27,0,,0,0,,
11048708,11048708,1.21407E+11,2015/5/15 20:22,2015/6/15 23:59,410872,27,0,,0,0,,
10927013,10927013,1.31411E+11,2015/6/11 11:07,2015/7/13 23:59,622031,27,0,,0,0,,
11065672,11065672,1.31428E+11,2015/5/5 16:54,2015/6/4 23:59,439203,27,0,,0,0,,
11096090,11096090,9900518,2015/6/26 17:20,2015/7/27 23:59,636431,8,0,,0,0,,
10853322,10853322,1.21407E+11,2015/5/15 20:24,2015/6/15 23:59,618064,27,0,,0,0,,
10863291,10863291,1.31406E+11,2015/6/1 20:09,2015/7/15 23:59,626508,27,1,,0,0,,
10473074,10473074,9900518,2015/6/26 17:21,2015/7/27 23:59,638255,8,0,,0,0,,
10772049,10772049,9900518,2015/6/26 17:21,2015/7/27 23:59,632175,8,0,,0,0,,
10814528,10814528,1.4141E+11,2015/5/26 9:44,2015/7/27 23:59,318046,8,1,,0,0,,
10913316,10913316,9.6E+11,2015/6/26 17:24,2015/7/27 23:59,627296,8,0,,0,0,,
11124208,11124208,1.41407E+11,2015/6/26 17:25,2015/7/27 23:59,436572,8,0,,0,0,,
11436807,11436807,1.31418E+11,2015/6/26 17:25,2015/7/27 23:59,353444,8,0,,0,0,,
10869859,10869859,1.31418E+11,2015/6/26 17:25,2015/7/27 23:59,633712,8,0,,0,0,,
10335478,10335478,1.4141E+11,2015/6/22 18:05,2015/8/26 23:59,301284,8,2,,0,0,,
11468772,11468772,1.4141E+11,2015/6/22 18:05,2015/7/27 23:59,376507,8,1,,0,0,,
10321747,10321747,1.21406E+11,2015/6/10 14:49,2015/7/15 23:59,297460,8,1,,0,0,,
11468771,11468771,1.4141E+11,2015/5/26 10:15,2015/6/25 23:59,376507,8,0,,0,0,,
10956013,10956013,1.31418E+11,2015/6/26 17:25,2015/7/27 23:59,639432,8,0,,0,0,,
10910468,10910468,1.31418E+11,2015/6/26 17:26,2015/7/27 23:59,632687,8,0,,0,0,,
10956015,10956015,1.31418E+11,2015/6/26 17:26,2015/7/27 23:59,639432,8,0,,0,0,,
10480078,10480078,1.31418E+11,2015/6/26 17:26,2015/7/27 23:59,638346,8,0,,0,0,,
11403881,11403881,9.7E+11,2015/4/15 18:24,2015/7/15 23:59,339062,8,2,,0,0,,
10785150,10785150,1.21401E+11,2015/6/26 17:26,2015/7/27 23:59,661549,8,0,,0,0,,
10335475,10335475,1.4141E+11,2015/5/26 10:16,2015/6/25 23:59,301284,8,0,,0,0,,
10941724,10941724,1.21401E+11,2015/6/26 17:26,2015/7/27 23:59,683668,8,0,,0,0,,
11207758,11207758,1.21412E+11,2015/6/26 17:31,2015/7/27 23:59,342865,8,0,,0,0,,
10078515,10078515,9.7E+11,2015/4/15 18:24,2015/7/15 23:59,102802,8,2,,0,0,,
10788465,10788465,9.7E+11,2015/4/15 18:24,2015/7/15 23:59,673789,8,2,,0,0,,
2044446,N142055,1.31419E+11,2015/6/26 17:32,2015/7/27 23:59,182554,8,0,,0,0,,
10127059,10127059,1.3031E+11,2015/5/26 11:43,2015/7/27 23:59,232269,8,1,,0,0,,
10773529,10773529,1.31409E+11,2015/4/27 15:42,2015/5/27 23:59,625812,8,0,,0,0,,
10302284,10302284,1.31419E+11,2015/6/26 17:32,2015/7/27 23:59,281986,8,0,,0,0,,
10974222,10974222,1.41409E+11,2015/6/26 17:45,2015/7/27 23:59,684884,8,0,,0,0,,
10757546,10757546,1.31416E+11,2015/6/26 17:45,2015/7/27 23:59,622727,8,0,,0,0,,
10731894,10731894,1.41416E+11,2015/6/26 17:47,2015/7/27 23:59,674597,8,0,,0,0,,
10742937,10742937,1.41416E+11,2015/6/26 17:47,2015/7/27 23:59,668758,8,0,,0,0,,
10352801,10352801,1.31402E+11,2015/6/26 18:17,2015/7/27 23:59,309542,8,0,,0,0,,
11496105,11496105,9902964,2015/4/27 15:44,2015/7/30 23:59,420328,8,2,,0,0,,
10933757,10933757,9.7E+11,2015/6/26 18:43,2015/7/27 23:59,646964,8,0,,0,0,,
10872302,10872302,1.21402E+11,2015/6/11 19:48,2015/7/13 23:59,633507,27,0,,0,0,,
11059675,11059675,1.40301E+11,2015/5/5 17:09,2015/8/6 23:59,439328,8,2,,0,0,,
10870113,10870113,1.21402E+11,2015/6/11 19:48,2015/7/13 23:59,630152,27,0,,0,0,,
10363506,10363506,9.7E+11,2015/6/26 18:43,2015/7/27 23:59,314792,8,0,,0,0,,
10928112,10928112,1.30302E+11,2015/6/11 20:10,2015/7/13 23:59,621392,27,0,,0,0,,
10713324,10713324,1.30302E+11,2015/6/11 20:10,2015/7/13 23:59,625146,27,0,,0,0,,
11051596,11051596,1.21406E+11,2015/6/11 20:27,2015/7/13 23:59,428748,27,0,,0,0,,
10936958,10936958,9.7E+11,2015/6/26 18:43,2015/7/27 23:59,668965,8,0,,0,0,,
10916854,10916854,9.7E+11,2015/5/15 21:31,2015/7/15 23:59,633282,27,1,,0,0,,
10718374,10718374,1.41406E+11,2015/6/11 20:41,2015/7/13 23:59,633264,27,0,,0,0,,
10464294,10464294,1.31425E+11,2015/6/26 18:54,2015/7/27 23:59,412467,8,0,,0,0,,
10761496,10761496,1.41406E+11,2015/6/11 20:41,2015/7/13 23:59,632793,27,0,,0,0,,
10189430,10189430,1.21407E+11,2015/5/4 15:38,2015/6/3 23:59,249284,8,0,,0,0,,
10275622,10275622,1.41409E+11,2015/5/4 16:04,2015/8/3 23:59,249585,8,2,,0,0,,
10459664,10459664,1.21509E+11,2015/5/4 16:14,2015/8/6 23:59,410427,8,2,,0,0,,
10086242,10086242,1.41425E+11,2015/5/27 20:05,2015/8/3 23:59,225975,8,2,,0,0,,
